customerid,loannumber,loanamount,totaldue,termdays,age,loan_interest,loan_received,amount_received,min_amount_received,max_amount_received,employment_status_clients_Permanent,employment_status_clients_Retired,employment_status_clients_Self-Employed,employment_status_clients_Student,employment_status_clients_Unemployed,level_of_education_clients_Graduate,level_of_education_clients_Post-Graduate,level_of_education_clients_Primary,level_of_education_clients_Secondary,level_of_education_clients_Undefined
8a85886f543912e301543e0badb035fa,5,10000,13000.0,30,32.61818181818182,30.0,4.0,40000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a85886f54517ee00154541985fc7c19,3,10000,13000.0,30,32.61818181818182,30.0,2.0,20000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a85886f54517ee001547fa349f870cd,3,10000,13000.0,30,32.61818181818182,30.0,2.0,20000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a85887d53675f4f015379a44783264e,14,40000,44000.0,30,32.61818181818182,10.0,13.0,300000.0,10000.0,40000.0,0,0,0,0,1,0,0,0,0,1
8a85887d5384ae1401538a1fd2a853d4,15,40000,44000.0,30,32.61818181818182,10.0,14.0,370000.0,10000.0,40000.0,0,0,0,0,1,0,0,0,0,1
8a8588875438ed7e01543d072b3d7baa,4,10000,11500.0,15,32.61818181818182,15.0,3.0,30000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858887545183ca015458c977db7bd2,3,10000,13000.0,30,32.0,30.0,2.0,18000.0,8000.0,10000.0,1,0,0,0,0,0,0,0,0,1
8a85888c54a05b820154a41ad90c504c,3,15000,18375.0,30,32.61818181818182,22.5,2.0,20000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a85888c54be35040154c75baed346d0,12,50000,52500.0,30,26.0,5.0,11.0,310000.0,10000.0,40000.0,1,0,0,0,0,0,0,0,0,1
8a85889853efa9ce0153f00d9efc24b3,6,20000,24500.0,30,32.61818181818182,22.5,5.0,70000.0,10000.0,20000.0,0,0,0,0,1,0,0,0,0,1
8a85889853f0fbaa0153f22d15cc4a8b,3,20000,24500.0,30,32.61818181818182,22.5,2.0,20000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a85889853f0fbaa01540f0d556f0ec3,6,10000,11500.0,15,32.61818181818182,15.0,5.0,50000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858899538ddb8e01539042374a1e26,16,35000,38500.0,30,25.0,10.0,15.0,272000.0,5000.0,30000.0,0,0,0,1,0,0,1,0,0,0
8a858899538ddb8e015390510b321f08,4,10000,12250.0,30,32.61818181818182,22.5,3.0,26000.0,6000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858899538ddb8e01539536add23417,11,40000,44000.0,30,32.61818181818182,10.0,10.0,185000.0,10000.0,40000.0,0,0,0,0,1,0,0,0,0,1
8a858899538ddb8e01539893f3b86ee7,16,40000,44000.0,30,32.61818181818182,10.0,15.0,380000.0,10000.0,40000.0,0,0,0,0,1,0,0,0,0,1
8a858899538ddb8e01539a6c3e99691c,2,10000,13000.0,30,32.61818181818182,30.0,1.0,10000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858899538ddb8e01539adc8fa174ee,8,20000,24500.0,30,32.61818181818182,22.5,7.0,110000.0,10000.0,30000.0,0,0,0,0,1,0,0,0,0,1
8a8588ae53f1cb7c015401ca6e5a5db8,9,35000,38500.0,30,32.61818181818182,10.0,8.0,100000.0,5000.0,20000.0,0,0,0,0,1,0,0,0,0,1
8a8588ae53f1cb7c015405113ce7447d,4,30000,39000.0,60,32.61818181818182,30.0,3.0,35000.0,10000.0,15000.0,0,0,0,0,1,0,0,0,0,1
8a8588b2548362e601548bffd0e62b04,9,30000,34500.0,30,32.61818181818182,15.0,7.0,100000.0,10000.0,20000.0,0,0,0,0,1,0,0,0,0,1
8a8588b75438f49901544dd4d4991156,9,30000,34500.0,30,32.61818181818182,15.0,8.0,125000.0,10000.0,30000.0,0,0,0,0,1,0,0,0,0,1
8a8588b754517d80015457518d6a1968,4,20000,24500.0,30,32.61818181818182,22.5,3.0,30000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a8588bf54c8eab60154c924cdd218ef,10,20000,22000.0,30,32.61818181818182,10.0,9.0,130000.0,5000.0,20000.0,0,0,0,0,1,0,0,0,0,1
8a8588c2546bf759015471842d602473,4,15000,17250.0,30,26.0,15.0,3.0,25000.0,5000.0,10000.0,1,0,0,0,0,0,0,0,0,1
8a8588c2546bf7590154830ec1d21661,2,10000,13000.0,30,32.61818181818182,30.0,1.0,10000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a8588c7541e2f4b01541e3a48830105,4,20000,24500.0,30,32.61818181818182,22.5,3.0,30000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a8588d653a915270153aa96cfac2e31,4,10000,11500.0,15,32.61818181818182,15.0,3.0,25000.0,5000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a8588d653a915270153ab10232e304f,19,40000,44000.0,30,32.0,10.0,18.0,420000.0,10000.0,40000.0,0,0,1,0,0,1,0,0,0,0
8a8588dc5384a05f0153895b425a2a63,2,10000,13000.0,30,32.61818181818182,30.0,1.0,10000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a8588dc5384a05f015393fe59506c77,14,40000,44000.0,30,32.61818181818182,10.0,13.0,355000.0,10000.0,40000.0,0,0,0,0,1,0,0,0,0,1
8a8588dc5384a05f01539a4fbd8e1f5d,6,10000,13000.0,30,33.0,30.0,5.0,50000.0,10000.0,10000.0,0,0,0,1,0,1,0,0,0,0
8a8588dc5384a05f01539f0b767647ce,6,10000,11125.0,15,32.61818181818182,11.25,5.0,50000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a8588dd54a3ead30154a63ea45314a8,4,10000,11500.0,15,32.61818181818182,15.0,3.0,30000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a8588dd54be35520154c60d7af90d99,7,10000,13000.0,30,32.61818181818182,30.0,6.0,60000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a8588dd54be35520154c92031650de4,3,10000,13000.0,30,25.0,30.0,2.0,20000.0,10000.0,10000.0,1,0,0,0,0,0,0,0,0,1
8a8588e65485c1da0154869013603444,12,40000,44000.0,30,32.61818181818182,10.0,11.0,280000.0,10000.0,40000.0,0,0,0,0,1,0,0,0,0,1
8a8588f35438fe1201544910ded312f7,6,10000,11500.0,15,26.0,15.0,5.0,60000.0,10000.0,20000.0,1,0,0,0,0,1,0,0,0,0
8a8588f5542eb0d4015436389126718b,13,20000,24500.0,30,32.0,22.5,12.0,160000.0,10000.0,20000.0,1,0,0,0,0,0,0,0,0,1
8a8588f6548fb0c20154957369615d27,8,20000,24500.0,30,32.61818181818182,22.5,7.0,90000.0,10000.0,20000.0,0,0,0,0,1,0,0,0,0,1
8a8588f7548fb0a301549bd960a96cd3,7,20000,24500.0,30,32.61818181818182,22.5,6.0,60000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a8588f754a058cb0154b86caf3a73a4,11,20000,21000.0,15,32.61818181818182,5.0,10.0,190000.0,10000.0,30000.0,0,0,0,0,1,0,0,0,0,1
8a8588f754a058cb0154bb6c773d1bbb,10,20000,24500.0,30,44.0,22.5,9.0,150000.0,10000.0,20000.0,1,0,0,0,0,1,0,0,0,0
8a8588fd53c244bc0153c62ea7c404ee,13,40000,48000.0,60,32.61818181818182,20.0,12.0,260000.0,10000.0,30000.0,0,0,0,0,1,0,0,0,0,1
8a8588fd53c244bc0153c7464a0b550c,4,10000,13000.0,30,32.61818181818182,30.0,3.0,30000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a8588fd53c244bc0153c77b6b9e691b,9,30000,39000.0,60,33.0,30.0,8.0,100000.0,10000.0,20000.0,1,0,0,0,0,1,0,0,0,0
8a8588fd53c244bc0153c7d786e9171d,15,40000,48000.0,60,32.61818181818182,20.0,14.0,275000.0,10000.0,40000.0,0,0,0,0,1,0,0,0,0,1
8a8588fd53f1099e0153ff88e0b16f21,12,40000,48000.0,60,32.61818181818182,20.0,11.0,220000.0,10000.0,30000.0,0,0,0,0,1,0,0,0,0,1
8a8588fd53f1099e0154046cf0b95f16,8,40000,44000.0,30,33.0,10.0,7.0,145000.0,10000.0,35000.0,1,0,0,0,0,0,0,0,0,1
8a8589005384ab570153880ceba74594,3,30000,39000.0,60,32.61818181818182,30.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1
8a85890253e2f1180153e56e89c93156,8,10000,13000.0,30,32.61818181818182,30.0,7.0,70000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a85890253e2f1180153eae33e5e6bc3,3,20000,24500.0,30,32.61818181818182,22.5,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1
8a8589045384bd8301538f539eb13617,13,30000,34500.0,30,28.0,15.0,12.0,220000.0,10000.0,30000.0,1,0,0,0,0,0,0,0,0,1
8a8589045384bd830153966de1b77ab3,11,40000,44000.0,30,36.0,10.0,10.0,250000.0,10000.0,40000.0,0,0,1,0,0,0,0,0,1,0
8a85890453a912500153aa6fe6be3c5d,14,40000,44000.0,30,32.61818181818182,10.0,13.0,380000.0,10000.0,40000.0,0,0,0,0,1,0,0,0,0,1
8a85891e53ad0e6b0153af3918bb1d28,12,40000,44000.0,30,36.0,10.0,11.0,290000.0,10000.0,40000.0,0,0,1,0,0,0,0,0,0,1
8a85891e53ad0e6b0153b0ba20452521,6,10000,11125.0,15,32.61818181818182,11.25,5.0,50000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a85891e53ad0e6b0153b3d3854156fb,2,10000,13000.0,30,32.61818181818182,30.0,1.0,10000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a85891e53ad0e6b0153bde2fece1bef,4,30000,39000.0,60,33.0,30.0,3.0,40000.0,10000.0,20000.0,0,0,1,0,0,1,0,0,0,0
8a85892854be331a0154c4bf71841892,2,10000,13000.0,30,39.0,30.0,1.0,10000.0,10000.0,10000.0,1,0,0,0,0,1,0,0,0,0
8a85892854be331a0154c7f8abdb669b,16,40000,44000.0,30,32.61818181818182,10.0,15.0,395000.0,10000.0,40000.0,0,0,0,0,1,0,0,0,0,1
8a85893d53e2e2f30153ef9dfaf4133e,4,10000,13000.0,30,32.61818181818182,30.0,3.0,30000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a85893d53f104eb0153f50deaef1783,14,40000,48000.0,60,32.61818181818182,20.0,13.0,299000.0,9000.0,40000.0,0,0,0,0,1,0,0,0,0,1
8a85893d53f104eb0154054115f12c61,8,40000,48000.0,60,34.0,20.0,7.0,170000.0,10000.0,40000.0,0,0,1,0,0,1,0,0,0,0
8a85893d53f104eb015410ce1d262cdd,12,40000,44000.0,30,31.0,10.0,11.0,198000.0,8000.0,40000.0,1,0,0,0,0,0,0,0,0,1
8a85893d542e18bc0154379710d6562c,13,40000,44000.0,30,41.0,10.0,12.0,280000.0,10000.0,40000.0,1,0,0,0,0,0,1,0,0,0
8a85895354a059690154b8fdd9a57ed1,13,50000,57500.0,90,32.61818181818182,15.0,12.0,285000.0,5000.0,40000.0,0,0,0,0,1,0,0,0,0,1
8a85895354be33300154bf7a48366035,6,10000,11500.0,15,32.61818181818182,15.0,5.0,50000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a85895354be33300154c4e81edf0dd7,5,20000,24500.0,30,32.61818181818182,22.5,1.0,20000.0,20000.0,20000.0,0,0,0,0,1,0,0,0,0,1
8a858957536752f3015375ad08686045,17,40000,44000.0,30,32.61818181818182,10.0,16.0,385000.0,3000.0,40000.0,0,0,0,0,1,0,0,0,0,1
8a858957536752f301537984cbf74bb2,8,20000,22250.0,15,32.61818181818182,11.25,7.0,90000.0,10000.0,20000.0,0,0,0,0,1,0,0,0,0,1
8a858959537a097401537a4e316e25f7,10,40000,44000.0,30,32.61818181818182,10.0,9.0,215000.0,5000.0,40000.0,0,0,0,0,1,0,0,0,0,1
8a8589595384a853015392bf85934db0,14,35000,42000.0,60,32.61818181818182,20.0,13.0,280000.0,10000.0,30000.0,0,0,0,0,1,0,0,0,0,1
8a8589595384a853015399b541617655,2,10000,11500.0,15,32.61818181818182,15.0,1.0,10000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858966538deb19015391420fe01f59,6,10000,11500.0,15,29.0,15.0,5.0,68000.0,8000.0,20000.0,1,0,0,0,0,0,0,0,0,1
8a858966538deb190153957484683e67,18,60000,65400.0,60,32.61818181818182,9.0,17.0,570000.0,10000.0,50000.0,0,0,0,0,1,0,0,0,0,1
8a858966538deb19015399017c6624de,10,10000,10750.0,15,32.61818181818182,7.5,9.0,110000.0,5000.0,20000.0,0,0,0,0,1,0,0,0,0,1
8a858966538deb190153995769e748d1,12,30000,34500.0,30,32.61818181818182,15.0,11.0,180000.0,10000.0,30000.0,0,0,0,0,1,0,0,0,0,1
8a858966538deb190153a3e3cce916e9,17,50000,52500.0,30,32.61818181818182,5.0,16.0,410000.0,10000.0,40000.0,0,0,0,0,1,0,0,0,0,1
8a85896653e2e18b0153e69c1b90265c,13,40000,48000.0,60,32.61818181818182,20.0,12.0,270000.0,10000.0,40000.0,0,0,0,0,1,0,0,0,0,1
8a85896653e2e18b0153ea3a02c07f87,4,10000,13000.0,30,32.61818181818182,30.0,3.0,30000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a85896653e2e18b0153f09b2aa35634,15,30000,33000.0,30,32.61818181818182,10.0,14.0,305000.0,10000.0,30000.0,0,0,0,0,1,0,0,0,0,1
8a85896653f0fed20153f755e081662f,3,10000,13000.0,30,32.61818181818182,30.0,2.0,20000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a85896653f0fed201540285f3625829,12,15000,18375.0,30,32.61818181818182,22.5,11.0,112000.0,5000.0,15000.0,0,0,0,0,1,0,0,0,0,1
8a85896653f0fed20154065bbe063ff7,16,40000,48000.0,60,33.0,20.0,15.0,335000.0,10000.0,40000.0,1,0,0,0,0,0,1,0,0,0
8a85896653f0fed2015409612ce006b1,10,20000,23000.0,30,32.61818181818182,15.0,9.0,120000.0,10000.0,20000.0,0,0,0,0,1,0,0,0,0,1
8a858970548359cc0154856f47c73b81,13,10000,11500.0,30,26.0,15.0,12.0,230000.0,10000.0,30000.0,1,0,0,0,0,1,0,0,0,0
8a858970548359cc0154866750a97482,13,15000,17250.0,30,22.0,15.0,12.0,211000.0,6000.0,30000.0,0,0,0,1,0,0,0,0,0,1
8a85897353d85af80153e0106e264de4,6,20000,24500.0,30,29.0,22.5,5.0,50000.0,10000.0,10000.0,1,0,0,0,0,1,0,0,0,0
8a8589845369f34301537c2ccbeb6972,12,30000,34500.0,30,32.61818181818182,15.0,11.0,185000.0,10000.0,30000.0,0,0,0,0,1,0,0,0,0,1
8a85898a53bc15600153bed1da1525cf,2,10000,13000.0,30,32.61818181818182,30.0,1.0,10000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a85898a53bc15600153c45f7a98352e,9,40000,48000.0,60,32.61818181818182,20.0,8.0,160000.0,10000.0,30000.0,0,0,0,0,1,0,0,0,0,1
8a8589a053acc39e0153b20ebccf30b9,4,20000,24500.0,30,32.61818181818182,22.5,3.0,30000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a8589a453bc422d0153c724edd84327,13,40000,48000.0,60,32.61818181818182,20.0,12.0,210000.0,5000.0,40000.0,0,0,0,0,1,0,0,0,0,1
8a8589a453bc422d0153c752246a54c1,16,40000,44000.0,30,32.61818181818182,10.0,15.0,355000.0,5000.0,40000.0,0,0,0,0,1,0,0,0,0,1
8a8589a453bc422d0153c8a17dca5ebc,13,40000,44000.0,30,32.61818181818182,10.0,12.0,345000.0,10000.0,40000.0,0,0,0,0,1,0,0,0,0,1
8a8589a453d0b8850153d7410291589f,5,20000,22250.0,15,32.61818181818182,11.25,4.0,40000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a8589a7545186b101546de734bb6d5d,6,10000,12250.0,30,32.61818181818182,22.5,5.0,50000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a8589af547ff51b015481b0e7bb7d8e,13,20000,24500.0,30,32.61818181818182,22.5,12.0,135000.0,5000.0,20000.0,0,0,0,0,1,0,0,0,0,1
8a8589b0541e21e401541ec02e000ec4,3,10000,12250.0,30,32.0,22.5,2.0,4000.0,2000.0,2000.0,1,0,0,0,0,0,0,0,0,1
8a8589b953bc23f70153bcb44fc40b19,8,10000,13000.0,30,23.0,30.0,7.0,70000.0,10000.0,10000.0,0,0,0,1,0,0,0,0,0,1
8a8589b953bc23f70153c60c56b21c00,9,25000,28750.0,30,28.0,15.0,8.0,120000.0,10000.0,30000.0,1,0,0,0,0,0,0,0,1,0
8a8589b953bc23f70153c72021c26a79,12,20000,24500.0,30,32.61818181818182,22.5,11.0,175000.0,5000.0,30000.0,0,0,0,0,1,0,0,0,0,1
8a8589b953bc23f70153c7b5e85f25bd,6,20000,24500.0,30,32.61818181818182,22.5,5.0,45000.0,5000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a8589b953d0be470153d6173d7c3fdd,11,30000,39000.0,60,32.61818181818182,30.0,10.0,209000.0,9000.0,30000.0,0,0,0,0,1,0,0,0,0,1
8a8589c1545181f301547bc43dd2668b,10,40000,44000.0,30,32.61818181818182,10.0,9.0,185000.0,10000.0,30000.0,0,0,0,0,1,0,0,0,0,1
8a8589c1545181f3015481a6fb827b40,8,30000,34500.0,30,47.0,15.0,7.0,90000.0,10000.0,20000.0,0,0,1,0,0,1,0,0,0,0
8a8589c253ace09b0153af6ba58f1f31,6,20000,24500.0,30,36.0,22.5,5.0,65000.0,10000.0,20000.0,1,0,0,0,0,0,0,0,0,1
8a8589d7548fb3a801549a62a32e3d5a,7,10000,11500.0,15,38.0,15.0,6.0,60000.0,10000.0,10000.0,1,0,0,0,0,0,0,0,0,1
8a8589d754a05c0a0154a492f1746b13,2,10000,13000.0,30,32.61818181818182,30.0,1.0,10000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a8589d754be350e0154bea33f411c02,4,10000,13000.0,30,28.0,30.0,3.0,30000.0,10000.0,10000.0,1,0,0,0,0,1,0,0,0,0
8a8589d8548faed501549a0fd1d72170,12,40000,48000.0,60,32.61818181818182,20.0,11.0,250000.0,10000.0,40000.0,0,0,0,0,1,0,0,0,0,1
8a8589da5410287f01541a012bf23abb,17,40000,44000.0,30,32.61818181818182,10.0,16.0,410000.0,10000.0,40000.0,0,0,0,0,1,0,0,0,0,1
8a8589ec54517bf90154682378410694,12,40000,48000.0,60,27.0,20.0,11.0,270000.0,10000.0,40000.0,1,0,0,0,0,1,0,0,0,0
8a8589ec54517bf901547cc944a27d52,4,20000,24500.0,30,32.61818181818182,22.5,3.0,29000.0,9000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a8589f35451855401545c6aab952f7d,5,25000,28750.0,30,43.0,15.0,4.0,65000.0,10000.0,25000.0,1,0,0,0,0,0,0,0,0,1
8a8589f35451855401546bca9c952edb,15,50000,57500.0,90,37.0,15.0,14.0,350000.0,10000.0,50000.0,0,0,1,0,0,0,0,0,0,1
8a8589f3545185540154764b72b027fb,9,10000,11125.0,15,32.61818181818182,11.25,8.0,80000.0,5000.0,15000.0,0,0,0,0,1,0,0,0,0,1
8a8589f853f100fb0153fae1900a7f58,10,10000,11500.0,15,31.0,15.0,9.0,106000.0,6000.0,20000.0,1,0,0,0,0,1,0,0,0,0
8a858e005941690001595e9e0eb82cde,7,30000,34500.0,30,32.61818181818182,15.0,6.0,90000.0,10000.0,20000.0,0,0,0,0,1,0,0,0,0,1
8a858e005c2154c2015c25ecd0760ca2,3,10000,13000.0,30,33.0,30.0,2.0,20000.0,10000.0,10000.0,1,0,0,0,0,0,0,0,0,1
8a858e005ca7abe3015ca7fcdd9e1687,3,10000,13000.0,30,32.61818181818182,30.0,2.0,20000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e0156b782a10156b81770b82e07,13,30000,33000.0,30,26.0,10.0,12.0,240000.0,10000.0,30000.0,0,0,0,1,0,1,0,0,0,0
8a858e0156b782a10156bcdeedd505a3,15,40000,44000.0,30,37.0,10.0,14.0,390000.0,10000.0,40000.0,1,0,0,0,0,0,0,0,0,1
8a858e0156b782a10156c6ed04d7049c,2,10000,11500.0,15,32.61818181818182,15.0,1.0,10000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e0256b781d80156c19fddb831ee,8,30000,34500.0,30,29.0,15.0,6.0,90000.0,10000.0,30000.0,1,0,0,0,0,0,0,0,0,1
8a858e0256b781d80156c20e3b025c59,13,40000,44000.0,30,32.61818181818182,10.0,12.0,260000.0,10000.0,40000.0,0,0,0,0,1,0,0,0,0,1
8a858e0256b781d80156c257b79f0ac0,14,40000,44000.0,30,32.61818181818182,10.0,13.0,330000.0,10000.0,40000.0,0,0,0,0,1,0,0,0,0,1
8a858e0256b781d80156c3064ab92fae,6,30000,39000.0,60,32.61818181818182,30.0,5.0,80000.0,10000.0,20000.0,0,0,0,0,1,0,0,0,0,1
8a858e0256b781d80156cbcbc09a471c,13,40000,48000.0,60,32.61818181818182,20.0,12.0,300000.0,10000.0,40000.0,0,0,0,0,1,0,0,0,0,1
8a858e035693e029015696c50f545a8b,8,15000,16687.5,15,45.0,11.25,7.0,100000.0,10000.0,20000.0,0,0,1,0,0,0,0,0,0,1
8a858e035693e02901569c2e205d58ac,7,20000,24500.0,30,27.0,22.5,6.0,100000.0,10000.0,20000.0,1,0,0,0,0,1,0,0,0,0
8a858e035693e0290156b7095c00491c,5,20000,24500.0,30,32.61818181818182,22.5,4.0,45000.0,10000.0,15000.0,0,0,0,0,1,0,0,0,0,1
8a858e0359b799e30159b7c4d72314cf,8,10000,12250.0,30,32.61818181818182,22.5,7.0,80000.0,10000.0,20000.0,0,0,0,0,1,0,0,0,0,1
8a858e0359bb64590159c00194e641f9,7,20000,23000.0,30,32.61818181818182,15.0,6.0,90000.0,10000.0,20000.0,0,0,0,0,1,0,0,0,0,1
8a858e0359cf06110159cf9c88e42ab0,4,10000,12250.0,30,32.61818181818182,22.5,3.0,30000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
8a858e035a60d2b0015a60dfa9a40831,4,20000,24500.0,30,32.61818181818182,22.5,3.0,30000.0,10000.0,10000.0,0,0,0,0,1,0,0,0,0,1
